Building_ID,Relative_Compactness,Building_Type,Surface_Area_m2,Wall_Area_m2,Roof_Area_m2,Overall_Height_m,Orientation,Glazing_Area_ratio,Glazing_Distribution,Heating_Load_kWh,Cooling_Load_kWh
BLD-0269,0.71,Low_Rise,,269.5,220.5,3.5,North,0.1,West_Heavy,10.78,14.18
BLD-0270,0.71,Low_Rise,710.5,269.5,220.5,3.5,East,0.1,West_Heavy,10.7,13.75
BLD-0271,0.71,Low_Rise,710.5,269.5,220.5,3.5,South,0.1,,10.67,14.26
BLD-0272,0.71,Low_Rise,710.5,269.5,220.5,3.5,West,0.1,West_Heavy,13.69,13.89
BLD-0273,0.69,Low_Rise,735.0,294.0,220.5,3.5,North,0.1,West_Heavy,11.21,14.55
BLD-0274,0.69,Low_Rise,735.0,294.0,220.5,3.5,East,0.1,West_Heavy,11.14,14.28
BLD-0275,0.69,Low_Rise,735.0,294.0,,3.5,South,,West_Heavy,11.11,14.46
BLD-0276,0.69,Low_Rise,,294.0,220.5,3.5,West,0.1,West_Heavy,11.16,14.39
BLD-0277,0.66,Low_Rise,759.5,,220.5,3.5,North,0.1,West_Heavy,11.38,14.54
BLD-0278,0.66,Low_Rise,759.5,318.5,220.5,3.5,East,0.1,West_Heavy,11.34,14.81
BLD-0279,0.66,Low_Rise,759.5,318.5,220.5,3.5,South,0.1,West_Heavy,11.22,14.65
BLD-0280,0.66,Low_Rise,759.5,318.5,220.5,3.5,West,0.1,West_Heavy,11.34,14.87
BLD-0281,0.64,Low_Rise,784.0,343.0,220.5,3.5,,0.1,West_Heavy,,19.24
BLD-0282,,Low_Rise,784.0,343.0,220.5,3.5,East,0.1,,15.37,19.18
BLD-0283,0.64,Low_Rise,784.0,343.0,220.5,3.5,South,0.1,West_Heavy,15.12,19.26
BLD-0284,0.64,Low_Rise,784.0,343.0,220.5,3.5,West,0.1,West_Heavy,15.36,19.29
BLD-0285,0.62,Low_Rise,808.5,367.5,220.5,3.5,North,0.1,West_Heavy,12.59,14.24
BLD-0286,0.62,Low_Rise,808.5,367.5,,3.5,East,0.1,West_Heavy,12.74,13.97
BLD-0287,0.62,Low_Rise,808.5,367.5,220.5,3.5,South,0.1,West_Heavy,12.8,13.99
BLD-0288,0.62,Low_Rise,808.5,367.5,220.5,3.5,West,0.1,West_Heavy,12.62,14.15
BLD-0289,0.98,High_Rise,514.5,294.0,110.25,7.0,North,,,28.15,29.79
BLD-0290,0.98,High_Rise,514.5,294.0,110.25,7.0,East,0.25,,28.15,29.79
BLD-0291,0.98,High_Rise,514.5,294.0,110.25,7.0,South,0.25,Uniform,28.37,29.28
BLD-0292,0.98,High_Rise,514.5,294.0,,7.0,West,,Uniform,28.41,29.49
BLD-0293,0.9,High_Rise,563.5,318.5,122.5,7.0,North,0.25,Uniform,32.68,36.12
BLD-0294,0.9,High_Rise,563.5,318.5,122.5,7.0,,,Uniform,33.48,33.17
BLD-0295,0.9,High_Rise,563.5,318.5,122.5,7.0,South,0.25,Uniform,32.84,32.71
BLD-0296,0.9,High_Rise,563.5,318.5,122.5,7.0,West,0.25,Uniform,32.0,37.58
BLD-0297,0.86,High_Rise,588.0,294.0,147.0,7.0,North,0.25,Uniform,29.54,33.98
BLD-0298,0.86,High_Rise,588.0,294.0,147.0,7.0,East,0.25,Uniform,30.05,28.61
BLD-0299,0.86,High_Rise,588.0,294.0,147.0,7.0,South,0.25,Uniform,,30.12
BLD-0300,0.86,High_Rise,588.0,,147.0,7.0,,0.25,Uniform,28.66,34.73
BLD-0301,,High_Rise,612.5,318.5,147.0,7.0,North,0.25,Uniform,26.84,30.17
BLD-0302,0.82,High_Rise,612.5,318.5,147.0,7.0,East,0.25,Uniform,27.27,27.84
BLD-0303,0.82,High_Rise,612.5,318.5,147.0,7.0,South,0.25,Uniform,26.97,27.25
BLD-0304,0.82,High_Rise,612.5,318.5,147.0,7.0,West,0.25,Uniform,26.19,31.39
BLD-0305,0.79,High_Rise,637.0,343.0,147.0,7.0,North,0.25,Uniform,38.67,43.8
BLD-0306,0.79,High_Rise,637.0,343.0,147.0,7.0,East,0.25,Uniform,40.03,37.81
BLD-0307,0.79,High_Rise,,343.0,147.0,7.0,,0.25,Uniform,39.86,36.85
BLD-0308,0.79,High_Rise,637.0,343.0,147.0,7.0,West,0.25,Uniform,39.04,45.52
BLD-0309,0.76,High_Rise,661.5,416.5,122.5,7.0,North,0.25,Uniform,36.96,36.85
BLD-0310,0.76,High_Rise,661.5,416.5,122.5,7.0,East,0.25,Uniform,36.13,37.58
BLD-0311,0.76,High_Rise,661.5,416.5,122.5,7.0,South,0.25,Uniform,36.91,37.45
BLD-0312,0.76,High_Rise,661.5,416.5,122.5,7.0,,0.25,,36.43,36.62
BLD-0313,0.74,Low_Rise,686.0,245.0,220.5,3.5,North,0.25,Uniform,,15.19
BLD-0314,0.74,Low_Rise,686.0,245.0,220.5,3.5,East,0.25,Uniform,12.5,
BLD-0315,0.74,Low_Rise,686.0,245.0,220.5,3.5,South,0.25,,12.41,15.28
BLD-0316,0.74,Low_Rise,686.0,245.0,220.5,3.5,West,0.25,Uniform,12.45,15.5
BLD-0317,0.71,Low_Rise,,269.5,220.5,3.5,North,0.25,Uniform,12.57,15.42
BLD-0318,0.71,Low_Rise,710.5,269.5,220.5,3.5,East,0.25,Uniform,12.65,15.85
BLD-0319,0.71,Low_Rise,710.5,269.5,220.5,3.5,South,0.25,Uniform,12.57,15.44
BLD-0320,0.71,Low_Rise,710.5,269.5,220.5,3.5,West,0.25,Uniform,12.63,15.81
BLD-0321,0.69,Low_Rise,735.0,294.0,220.5,3.5,North,0.25,Uniform,12.78,15.21
BLD-0322,0.69,Low_Rise,735.0,294.0,220.5,3.5,East,0.25,Uniform,12.93,15.63
BLD-0323,0.69,Low_Rise,735.0,294.0,220.5,3.5,South,,Uniform,12.73,15.48
BLD-0324,0.69,Low_Rise,735.0,294.0,220.5,3.5,West,,Uniform,12.72,15.78
BLD-0325,,Low_Rise,759.5,318.5,220.5,3.5,North,0.25,Uniform,13.17,16.39
BLD-0326,0.66,Low_Rise,759.5,318.5,220.5,3.5,East,0.25,Uniform,13.18,16.27
BLD-0327,0.66,Low_Rise,759.5,,220.5,3.5,South,0.25,Uniform,13.17,16.39
BLD-0328,0.66,Low_Rise,759.5,318.5,220.5,3.5,West,0.25,Uniform,13.18,16.19
BLD-0329,,Low_Rise,784.0,343.0,220.5,3.5,North,0.25,Uniform,17.5,21.13
BLD-0330,0.64,Low_Rise,784.0,343.0,220.5,3.5,East,0.25,Uniform,17.35,21.19
BLD-0331,0.64,Low_Rise,784.0,343.0,220.5,3.5,South,0.25,Uniform,17.52,21.09
BLD-0332,0.64,Low_Rise,784.0,343.0,,3.5,West,,Uniform,17.37,21.08
BLD-0333,0.62,Low_Rise,808.5,,220.5,3.5,North,0.25,Uniform,15.09,15.77
BLD-0334,0.62,Low_Rise,808.5,367.5,220.5,3.5,East,0.25,Uniform,15.12,15.95
BLD-0335,0.62,Low_Rise,808.5,367.5,220.5,3.5,,0.25,Uniform,15.08,15.77
BLD-0336,0.62,Low_Rise,,367.5,220.5,3.5,West,0.25,Uniform,15.16,15.76
BLD-0337,,High_Rise,514.5,,110.25,7.0,North,0.25,North_Heavy,28.67,29.62
BLD-0338,0.98,High_Rise,514.5,294.0,110.25,7.0,East,0.25,North_Heavy,,29.69
BLD-0339,,High_Rise,514.5,294.0,110.25,7.0,South,0.25,North_Heavy,28.18,30.18
BLD-0340,0.98,High_Rise,,294.0,110.25,7.0,West,0.25,North_Heavy,28.6,30.02
BLD-0341,0.9,High_Rise,563.5,318.5,122.5,7.0,North,0.25,North_Heavy,32.46,35.56
BLD-0342,0.9,High_Rise,563.5,318.5,122.5,7.0,East,0.25,North_Heavy,33.27,32.64
BLD-0343,0.9,High_Rise,563.5,,122.5,7.0,South,0.25,North_Heavy,32.33,32.77
BLD-0344,0.9,High_Rise,563.5,318.5,122.5,7.0,West,0.25,North_Heavy,31.66,
BLD-0345,0.86,High_Rise,588.0,294.0,147.0,7.0,North,0.25,North_Heavy,29.34,33.37
BLD-0346,0.86,High_Rise,588.0,,,7.0,East,0.25,North_Heavy,29.87,27.89
BLD-0347,0.86,High_Rise,588.0,294.0,,7.0,South,0.25,North_Heavy,29.27,29.9
BLD-0348,0.86,High_Rise,588.0,294.0,147.0,7.0,West,0.25,North_Heavy,28.4,34.52
BLD-0349,0.82,High_Rise,612.5,318.5,147.0,7.0,North,0.25,North_Heavy,25.74,28.27
BLD-0350,0.82,High_Rise,612.5,318.5,147.0,7.0,East,0.25,,25.98,26.96
BLD-0351,0.82,High_Rise,612.5,,147.0,7.0,South,0.25,North_Heavy,25.38,26.72
BLD-0352,0.82,High_Rise,612.5,318.5,147.0,7.0,West,0.25,North_Heavy,24.94,29.88
BLD-0353,0.79,High_Rise,637.0,343.0,147.0,7.0,North,,North_Heavy,38.57,43.86
BLD-0354,0.79,High_Rise,637.0,343.0,147.0,7.0,East,0.25,North_Heavy,40.19,37.41
BLD-0355,0.79,High_Rise,637.0,343.0,147.0,7.0,South,0.25,North_Heavy,39.97,36.77
BLD-0356,0.79,High_Rise,637.0,343.0,147.0,7.0,West,0.25,North_Heavy,38.98,45.97
BLD-0357,,High_Rise,661.5,416.5,122.5,7.0,North,0.25,North_Heavy,36.95,36.87
BLD-0358,0.76,High_Rise,661.5,416.5,122.5,7.0,,0.25,North_Heavy,36.28,37.35
BLD-0359,0.76,High_Rise,661.5,416.5,122.5,7.0,South,0.25,North_Heavy,36.86,
BLD-0360,0.76,High_Rise,661.5,416.5,122.5,7.0,,0.25,North_Heavy,36.45,36.81
BLD-0361,0.74,Low_Rise,686.0,245.0,220.5,3.5,North,0.25,North_Heavy,12.35,14.73
BLD-0362,0.74,Low_Rise,686.0,245.0,220.5,3.5,East,0.25,North_Heavy,12.45,15.1
BLD-0363,0.74,Low_Rise,686.0,245.0,220.5,3.5,South,,North_Heavy,12.16,15.18
BLD-0364,,Low_Rise,686.0,245.0,220.5,3.5,West,0.25,North_Heavy,12.3,15.44
BLD-0365,0.71,Low_Rise,710.5,269.5,220.5,3.5,North,0.25,North_Heavy,12.33,14.91
BLD-0366,0.71,Low_Rise,710.5,269.5,220.5,3.5,East,0.25,North_Heavy,12.29,15.4
BLD-0367,0.71,Low_Rise,710.5,269.5,220.5,3.5,South,0.25,North_Heavy,12.2,14.94
BLD-0368,0.71,Low_Rise,710.5,269.5,220.5,3.5,West,0.25,,12.49,15.32
BLD-0369,0.69,Low_Rise,735.0,294.0,220.5,3.5,North,0.25,North_Heavy,12.85,15.52
BLD-0370,0.69,Low_Rise,735.0,294.0,220.5,3.5,East,0.25,North_Heavy,12.87,15.85
BLD-0371,0.69,Low_Rise,735.0,294.0,220.5,3.5,South,0.25,North_Heavy,12.73,15.66
BLD-0372,0.69,Low_Rise,,294.0,220.5,3.5,West,0.25,North_Heavy,12.95,15.99
BLD-0373,0.66,Low_Rise,759.5,318.5,220.5,3.5,,0.25,North_Heavy,13.05,15.89
BLD-0374,0.66,Low_Rise,759.5,318.5,220.5,3.5,,0.25,North_Heavy,12.93,15.85
BLD-0375,0.66,Low_Rise,759.5,318.5,220.5,3.5,South,0.25,,12.77,16.22
BLD-0376,0.66,Low_Rise,759.5,318.5,220.5,3.5,West,0.25,North_Heavy,13.0,15.87
BLD-0377,0.64,Low_Rise,784.0,343.0,220.5,3.5,,0.25,North_Heavy,17.14,20.47
BLD-0378,0.64,Low_Rise,784.0,343.0,220.5,3.5,East,0.25,North_Heavy,16.84,20.56
BLD-0379,0.64,Low_Rise,784.0,343.0,220.5,3.5,South,0.25,,17.02,20.48
BLD-0380,0.64,Low_Rise,784.0,,220.5,3.5,West,0.25,North_Heavy,17.11,20.43
BLD-0381,0.62,Low_Rise,808.5,367.5,220.5,3.5,,0.25,North_Heavy,14.34,15.32
BLD-0382,0.62,Low_Rise,808.5,367.5,220.5,3.5,East,,North_Heavy,14.66,15.64
BLD-0383,0.62,Low_Rise,808.5,367.5,220.5,3.5,South,0.25,North_Heavy,14.6,15.14
BLD-0384,0.62,Low_Rise,808.5,367.5,220.5,3.5,West,0.25,North_Heavy,14.6,15.3
BLD-0385,0.98,High_Rise,514.5,294.0,110.25,7.0,North,0.25,East_Heavy,28.67,29.43
BLD-0386,0.98,High_Rise,514.5,294.0,110.25,7.0,East,0.25,East_Heavy,28.56,29.78
BLD-0387,0.98,High_Rise,514.5,294.0,110.25,7.0,South,0.25,East_Heavy,28.17,30.1
BLD-0388,0.98,High_Rise,514.5,294.0,110.25,7.0,West,0.25,East_Heavy,28.63,30.19
BLD-0389,0.9,High_Rise,563.5,318.5,122.5,7.0,North,0.25,East_Heavy,31.63,36.35
BLD-0390,0.9,High_Rise,563.5,318.5,122.5,7.0,East,0.25,East_Heavy,32.4,35.1
BLD-0391,0.9,High_Rise,563.5,318.5,122.5,7.0,South,0.25,East_Heavy,32.68,32.83
BLD-0392,0.9,High_Rise,563.5,318.5,122.5,7.0,West,0.25,East_Heavy,32.29,32.46
BLD-0393,0.86,High_Rise,588.0,294.0,147.0,7.0,North,0.25,East_Heavy,28.4,33.52
BLD-0394,0.86,High_Rise,588.0,294.0,147.0,7.0,East,0.25,East_Heavy,29.4,32.93
BLD-0395,0.86,High_Rise,588.0,294.0,147.0,7.0,South,0.25,East_Heavy,29.43,28.38
BLD-0396,0.86,High_Rise,588.0,294.0,,7.0,West,0.25,East_Heavy,29.07,29.82
BLD-0397,0.82,High_Rise,612.5,318.5,147.0,7.0,North,,East_Heavy,24.7,28.77
BLD-0398,0.82,High_Rise,612.5,,147.0,7.0,East,0.25,East_Heavy,25.48,27.76
BLD-0399,0.82,High_Rise,612.5,318.5,147.0,7.0,South,0.25,East_Heavy,25.37,26.95
BLD-0400,0.82,High_Rise,612.5,318.5,147.0,7.0,West,0.25,East_Heavy,,26.41
BLD-0401,0.79,High_Rise,637.0,343.0,147.0,,North,0.25,East_Heavy,39.04,45.13
BLD-0402,0.79,High_Rise,637.0,343.0,147.0,7.0,East,0.25,East_Heavy,38.35,43.66
BLD-0403,0.79,High_Rise,637.0,343.0,147.0,7.0,South,0.25,East_Heavy,39.81,37.76
BLD-0404,0.79,High_Rise,637.0,343.0,147.0,7.0,West,0.25,East_Heavy,39.83,36.87
BLD-0405,0.76,High_Rise,661.5,416.5,122.5,7.0,North,0.25,East_Heavy,35.99,36.07
BLD-0406,0.76,High_Rise,661.5,416.5,122.5,7.0,East,0.25,East_Heavy,36.59,
BLD-0407,0.76,High_Rise,661.5,416.5,122.5,7.0,South,0.25,East_Heavy,35.64,37.28
BLD-0408,0.76,High_Rise,661.5,416.5,122.5,7.0,West,0.25,East_Heavy,36.52,37.29
BLD-0409,0.74,Low_Rise,686.0,245.0,220.5,3.5,North,0.25,East_Heavy,11.8,14.49
BLD-0410,0.74,Low_Rise,686.0,245.0,220.5,3.5,East,0.25,East_Heavy,12.03,13.79
BLD-0411,0.74,Low_Rise,686.0,245.0,220.5,3.5,South,0.25,East_Heavy,11.98,14.72
BLD-0412,0.74,Low_Rise,686.0,245.0,220.5,3.5,West,0.25,East_Heavy,11.69,14.76
BLD-0413,0.71,Low_Rise,710.5,269.5,220.5,3.5,North,0.25,East_Heavy,12.41,14.92
BLD-0414,0.71,Low_Rise,710.5,269.5,220.5,3.5,East,0.25,East_Heavy,12.28,14.74
BLD-0415,0.71,Low_Rise,710.5,269.5,220.5,3.5,South,0.25,East_Heavy,12.1,15.57
BLD-0416,0.71,Low_Rise,710.5,269.5,220.5,3.5,West,0.25,East_Heavy,12.19,14.94
BLD-0417,0.69,Low_Rise,735.0,294.0,,3.5,North,0.25,East_Heavy,,14.92
BLD-0418,0.69,Low_Rise,735.0,294.0,220.5,,East,0.25,East_Heavy,12.46,14.38
BLD-0419,0.69,Low_Rise,735.0,,220.5,3.5,South,0.25,,12.31,15.44
BLD-0420,0.69,Low_Rise,735.0,294.0,220.5,3.5,West,0.25,East_Heavy,12.12,15.17
BLD-0421,0.66,Low_Rise,759.5,318.5,220.5,3.5,North,0.25,East_Heavy,12.97,15.53
BLD-0422,0.66,Low_Rise,759.5,318.5,220.5,3.5,East,0.25,East_Heavy,13.01,15.8
BLD-0423,0.66,Low_Rise,759.5,318.5,220.5,3.5,South,0.25,East_Heavy,12.74,16.14
BLD-0424,0.66,Low_Rise,759.5,318.5,220.5,3.5,West,0.25,East_Heavy,12.84,16.26
BLD-0425,0.64,Low_Rise,784.0,343.0,220.5,3.5,North,0.25,East_Heavy,16.83,19.87
BLD-0426,,Low_Rise,784.0,343.0,220.5,3.5,East,0.25,East_Heavy,16.93,20.03
BLD-0427,0.64,Low_Rise,784.0,343.0,220.5,3.5,South,0.25,East_Heavy,16.66,
BLD-0428,0.64,Low_Rise,784.0,343.0,220.5,3.5,West,0.25,East_Heavy,16.86,20.28
BLD-0429,0.62,Low_Rise,,367.5,220.5,3.5,North,0.25,,13.91,14.89
BLD-0430,0.62,Low_Rise,808.5,367.5,220.5,3.5,East,0.25,East_Heavy,14.34,14.96
BLD-0431,0.62,Low_Rise,808.5,367.5,220.5,3.5,South,0.25,East_Heavy,13.95,14.89
BLD-0432,,Low_Rise,808.5,367.5,220.5,3.5,West,0.25,,13.99,14.35
BLD-0433,0.98,High_Rise,514.5,294.0,110.25,7.0,North,0.25,South_Heavy,28.7,29.61
BLD-0434,0.98,High_Rise,514.5,294.0,110.25,7.0,East,0.25,South_Heavy,28.55,29.59
BLD-0435,0.98,High_Rise,514.5,294.0,110.25,7.0,South,0.25,South_Heavy,28.15,30.19
BLD-0436,0.98,High_Rise,514.5,294.0,110.25,7.0,West,0.25,South_Heavy,28.62,30.12
BLD-0437,0.9,High_Rise,563.5,318.5,122.5,7.0,North,,South_Heavy,32.67,32.12
BLD-0438,0.9,High_Rise,563.5,318.5,,7.0,East,0.25,South_Heavy,31.69,37.12
BLD-0439,0.9,High_Rise,563.5,318.5,122.5,7.0,South,0.25,South_Heavy,32.07,36.16
BLD-0440,0.9,High_Rise,563.5,318.5,122.5,7.0,West,0.25,South_Heavy,33.28,33.16
BLD-0441,0.86,High_Rise,588.0,294.0,147.0,7.0,North,0.25,South_Heavy,29.47,29.45
BLD-0442,0.86,High_Rise,588.0,294.0,147.0,7.0,East,0.25,South_Heavy,28.42,34.19
BLD-0443,0.86,High_Rise,588.0,294.0,147.0,7.0,South,0.25,South_Heavy,29.08,33.93
BLD-0444,0.86,High_Rise,588.0,294.0,147.0,7.0,West,0.25,South_Heavy,29.88,28.31
BLD-0445,0.82,High_Rise,,318.5,147.0,7.0,North,0.25,South_Heavy,25.66,26.3
BLD-0446,0.82,High_Rise,612.5,318.5,147.0,7.0,East,0.25,South_Heavy,24.96,29.43
BLD-0447,0.82,High_Rise,612.5,318.5,147.0,7.0,South,0.25,South_Heavy,25.43,28.76
BLD-0448,0.82,High_Rise,612.5,318.5,147.0,7.0,West,0.25,South_Heavy,26.0,
BLD-0449,0.79,High_Rise,637.0,343.0,147.0,7.0,North,0.25,South_Heavy,40.0,36.26
BLD-0450,0.79,High_Rise,637.0,,147.0,7.0,East,0.25,South_Heavy,38.84,45.48
BLD-0451,0.79,High_Rise,637.0,343.0,147.0,7.0,South,0.25,South_Heavy,38.33,44.16
BLD-0452,0.79,High_Rise,637.0,343.0,147.0,7.0,West,0.25,South_Heavy,40.12,37.26
BLD-0453,0.76,High_Rise,661.5,416.5,122.5,7.0,North,0.25,South_Heavy,36.95,37.2
BLD-0454,0.76,High_Rise,661.5,416.5,122.5,7.0,East,0.25,South_Heavy,,36.76
BLD-0455,0.76,High_Rise,661.5,416.5,122.5,7.0,South,0.25,South_Heavy,36.81,37.05
BLD-0456,0.76,High_Rise,661.5,416.5,122.5,7.0,,0.25,South_Heavy,36.26,37.51
BLD-0457,0.74,Low_Rise,,245.0,220.5,3.5,North,0.25,,12.32,14.92
BLD-0458,,Low_Rise,686.0,245.0,,3.5,East,0.25,South_Heavy,12.3,15.24
BLD-0459,0.74,Low_Rise,686.0,245.0,220.5,3.5,South,0.25,South_Heavy,12.18,15.03
BLD-0460,0.74,Low_Rise,686.0,245.0,220.5,3.5,West,0.25,South_Heavy,12.43,15.35
BLD-0461,0.71,Low_Rise,710.5,269.5,220.5,3.5,North,0.25,South_Heavy,12.36,14.67
BLD-0462,0.71,Low_Rise,710.5,269.5,220.5,3.5,East,0.25,South_Heavy,,15.09
BLD-0463,0.71,Low_Rise,710.5,269.5,220.5,3.5,South,0.25,South_Heavy,12.17,15.2
BLD-0464,0.71,Low_Rise,710.5,,220.5,,West,0.25,South_Heavy,12.28,15.64
BLD-0465,0.69,Low_Rise,735.0,294.0,220.5,3.5,North,0.25,South_Heavy,12.91,15.37
BLD-0466,0.69,Low_Rise,735.0,294.0,220.5,3.5,East,0.25,South_Heavy,12.95,15.73
BLD-0467,0.69,Low_Rise,735.0,294.0,220.5,3.5,South,0.25,South_Heavy,12.67,15.83
BLD-0468,0.69,Low_Rise,735.0,294.0,,3.5,West,0.25,South_Heavy,12.86,16.13
BLD-0469,0.66,Low_Rise,,318.5,220.5,3.5,North,0.25,,12.95,15.95
BLD-0470,0.66,Low_Rise,759.5,318.5,220.5,3.5,East,0.25,South_Heavy,13.0,15.59
BLD-0471,0.66,Low_Rise,759.5,318.5,220.5,3.5,South,0.25,South_Heavy,12.86,16.17
BLD-0472,0.66,Low_Rise,759.5,318.5,220.5,3.5,West,0.25,South_Heavy,12.92,16.14
BLD-0473,0.64,Low_Rise,784.0,343.0,220.5,3.5,North,0.25,South_Heavy,16.99,
BLD-0474,,Low_Rise,784.0,343.0,220.5,3.5,East,0.25,South_Heavy,16.69,19.76
BLD-0475,0.64,Low_Rise,784.0,343.0,220.5,3.5,South,,South_Heavy,16.56,20.37
BLD-0476,0.64,Low_Rise,784.0,343.0,220.5,3.5,West,,South_Heavy,16.62,19.9
BLD-0477,0.62,Low_Rise,808.5,367.5,220.5,,North,0.25,South_Heavy,14.33,15.41
BLD-0478,0.62,Low_Rise,808.5,367.5,,3.5,East,0.25,South_Heavy,14.61,15.56
BLD-0479,0.62,Low_Rise,808.5,367.5,220.5,3.5,South,0.25,South_Heavy,14.61,15.07
BLD-0480,0.62,Low_Rise,,367.5,220.5,3.5,West,0.25,South_Heavy,14.65,15.38
BLD-0481,0.98,High_Rise,514.5,294.0,110.25,7.0,North,0.25,West_Heavy,28.69,29.53
BLD-0482,0.98,High_Rise,514.5,294.0,110.25,7.0,East,0.25,,28.58,29.77
BLD-0483,0.98,High_Rise,514.5,,110.25,7.0,South,0.25,West_Heavy,28.15,30.0
BLD-0484,0.98,High_Rise,514.5,294.0,110.25,7.0,West,,West_Heavy,28.61,30.2
BLD-0485,0.9,High_Rise,563.5,318.5,122.5,7.0,North,0.25,West_Heavy,33.13,32.25
BLD-0486,0.9,High_Rise,563.5,318.5,122.5,7.0,East,0.25,West_Heavy,32.31,32.0
BLD-0487,0.9,High_Rise,,318.5,,7.0,South,0.25,West_Heavy,31.53,37.19
BLD-0488,0.9,High_Rise,563.5,318.5,122.5,7.0,West,0.25,,32.46,35.62
BLD-0489,0.86,High_Rise,588.0,294.0,147.0,7.0,North,0.25,West_Heavy,29.71,28.02
BLD-0490,0.86,High_Rise,588.0,294.0,147.0,7.0,East,0.25,West_Heavy,29.09,29.43
BLD-0491,0.86,High_Rise,588.0,294.0,147.0,7.0,South,0.25,West_Heavy,28.31,34.15
BLD-0492,0.86,High_Rise,588.0,294.0,147.0,7.0,West,0.25,West_Heavy,29.39,33.47
BLD-0493,0.82,High_Rise,612.5,318.5,147.0,7.0,North,,West_Heavy,25.7,26.53
BLD-0494,0.82,High_Rise,612.5,318.5,147.0,7.0,East,0.25,West_Heavy,25.17,26.08
BLD-0495,0.82,High_Rise,612.5,318.5,147.0,7.0,South,0.25,West_Heavy,24.6,29.31
BLD-0496,0.82,High_Rise,612.5,318.5,147.0,7.0,West,0.25,West_Heavy,25.49,28.14
BLD-0497,0.79,High_Rise,637.0,343.0,147.0,7.0,North,0.25,West_Heavy,39.89,37.54
BLD-0498,0.79,High_Rise,637.0,343.0,147.0,7.0,East,,West_Heavy,39.83,36.66
BLD-0499,0.79,High_Rise,637.0,343.0,147.0,7.0,South,0.25,West_Heavy,39.01,45.28
BLD-0500,0.79,High_Rise,637.0,343.0,147.0,7.0,West,0.25,West_Heavy,38.65,43.73
BLD-0501,0.76,High_Rise,661.5,416.5,122.5,7.0,North,0.25,West_Heavy,35.69,
BLD-0502,,High_Rise,661.5,416.5,122.5,7.0,East,0.25,West_Heavy,36.64,37.01
BLD-0503,0.76,High_Rise,661.5,416.5,122.5,7.0,South,0.25,West_Heavy,36.06,35.73
BLD-0504,0.76,High_Rise,661.5,416.5,122.5,7.0,West,0.25,,36.7,36.15
BLD-0505,0.74,Low_Rise,686.0,245.0,220.5,3.5,North,0.25,West_Heavy,12.12,14.48
BLD-0506,0.74,Low_Rise,686.0,,220.5,3.5,East,0.25,West_Heavy,11.67,14.58
BLD-0507,0.74,Low_Rise,686.0,245.0,220.5,3.5,South,0.25,West_Heavy,11.64,14.81
BLD-0508,0.74,Low_Rise,686.0,245.0,220.5,3.5,West,0.25,West_Heavy,12.02,14.03
BLD-0509,0.71,Low_Rise,710.5,269.5,220.5,3.5,North,0.25,West_Heavy,12.27,15.27
BLD-0510,0.71,Low_Rise,710.5,269.5,220.5,3.5,,0.25,,12.19,14.71
BLD-0511,0.71,Low_Rise,710.5,269.5,220.5,3.5,South,0.25,West_Heavy,12.25,15.23
BLD-0512,0.71,Low_Rise,710.5,269.5,220.5,3.5,West,,West_Heavy,12.27,14.97
BLD-0513,0.69,Low_Rise,735.0,,220.5,3.5,North,0.25,West_Heavy,12.47,15.14
BLD-0514,0.69,Low_Rise,735.0,294.0,220.5,3.5,East,0.25,West_Heavy,12.12,14.97
BLD-0515,0.69,Low_Rise,735.0,294.0,220.5,3.5,South,0.25,West_Heavy,12.18,15.22
BLD-0516,0.69,Low_Rise,735.0,294.0,220.5,3.5,West,0.25,,12.47,14.6
BLD-0517,0.66,Low_Rise,759.5,318.5,220.5,3.5,North,0.25,West_Heavy,12.93,15.83
BLD-0518,0.66,Low_Rise,759.5,318.5,220.5,3.5,,0.25,West_Heavy,12.82,16.03
BLD-0519,0.66,Low_Rise,759.5,318.5,220.5,3.5,South,0.25,West_Heavy,12.78,15.8
BLD-0520,0.66,Low_Rise,759.5,318.5,220.5,3.5,West,,West_Heavy,13.02,16.06
BLD-0521,0.64,Low_Rise,784.0,343.0,220.5,3.5,North,0.25,West_Heavy,16.73,20.13
BLD-0522,0.64,Low_Rise,784.0,343.0,220.5,3.5,,0.25,West_Heavy,16.86,20.01
BLD-0523,0.64,Low_Rise,784.0,343.0,220.5,3.5,South,0.25,West_Heavy,16.76,20.19
BLD-0524,0.64,Low_Rise,784.0,343.0,220.5,3.5,West,0.25,West_Heavy,16.92,20.29
BLD-0525,0.62,Low_Rise,808.5,367.5,220.5,3.5,North,0.25,West_Heavy,13.68,15.19
BLD-0526,0.62,Low_Rise,808.5,367.5,220.5,3.5,East,0.25,West_Heavy,13.99,14.61
BLD-0527,0.62,Low_Rise,808.5,367.5,220.5,3.5,South,0.25,West_Heavy,14.16,14.61
BLD-0528,0.62,Low_Rise,808.5,367.5,220.5,3.5,West,0.25,West_Heavy,13.86,14.75
BLD-0529,0.98,High_Rise,,294.0,110.25,7.0,North,0.4,Uniform,32.26,33.37
BLD-0530,0.98,High_Rise,514.5,294.0,110.25,7.0,East,0.4,Uniform,32.26,33.34
BLD-0531,0.98,High_Rise,,294.0,110.25,7.0,South,0.4,Uniform,32.49,32.83
BLD-0532,0.98,High_Rise,514.5,294.0,110.25,7.0,West,0.4,Uniform,32.53,33.04
